Id,PID,1st Flr SF,2nd Flr SF,3Ssn Porch,Bedroom AbvGr,Bsmt Cond,Bsmt Exposure,Bsmt Full Bath,Bsmt Half Bath,Bsmt Qual,Bsmt Unf SF,BsmtFin SF 1,BsmtFin SF 2,BsmtFin Type 1,BsmtFin Type 2,Central Air,Enclosed Porch,Exter Cond,Exter Qual,Fireplace Qu,Fireplaces,Full Bath,Garage Area,Garage Cars,Garage Cond,Garage Qual,Garage Yr Blt,Gr Liv Area,Half Bath,Heating QC,Kitchen AbvGr,Kitchen Qual,Lot Area,Lot Frontage,Low Qual Fin SF,MS SubClass,Mas Vnr Area,Misc Val,Mo Sold,Open Porch SF,Overall Cond,Overall Qual,Pool Area,Pool QC,Screen Porch,TotRms AbvGrd,Total Bsmt SF,Wood Deck SF,Year Built,Year Remod/Add,Property Age,Remodel Age,Remod/Add,Yr Sold,lot_config_CulDSac,lot_config_FR2,lot_config_FR3,lot_config_Inside,zon_C (all),zon_FV,zon_I (all),zon_RH,zon_RL,zon_RM,rd_access_Pave,al_access_Grvl,al_access_Pave,prop_shape_IR2,prop_shape_IR3,prop_shape_Reg,prop_flatness_HLS,prop_flatness_Low,prop_flatness_Lvl,utility_NoSeWa,utility_NoSewr,prop_slope_Mod,prop_slope_Sev,neigh_Blueste,neigh_BrDale,neigh_BrkSide,neigh_ClearCr,neigh_CollgCr,neigh_Crawfor,neigh_Edwards,neigh_Gilbert,neigh_Greens,neigh_GrnHill,neigh_IDOTRR,neigh_Landmrk,neigh_MeadowV,neigh_Mitchel,neigh_NAmes,neigh_NPkVill,neigh_NWAmes,neigh_NoRidge,neigh_NridgHt,neigh_OldTown,neigh_SWISU,neigh_Sawyer,neigh_SawyerW,neigh_Somerst,neigh_StoneBr,neigh_Timber,neigh_Veenker,proxi_1_Feedr,proxi_1_Norm,proxi_1_PosA,proxi_1_PosN,proxi_1_RRAe,proxi_1_RRAn,proxi_1_RRNe,proxi_1_RRNn,promxi_2_Feedr,promxi_2_Norm,promxi_2_PosA,promxi_2_PosN,promxi_2_RRAe,promxi_2_RRAn,promxi_2_RRNn,bldg_type_2fmCon,bldg_type_Duplex,bldg_type_Twnhs,bldg_type_TwnhsE,hse_style_1.5Unf,hse_style_1Story,hse_style_2.5Fin,hse_style_2.5Unf,hse_style_2Story,hse_style_SFoyer,hse_style_SLvl,r_style_Gable,r_style_Gambrel,r_style_Hip,r_style_Mansard,r_style_Shed,r_mat_CompShg,r_mat_Membran,r_mat_Metal,r_mat_Roll,r_mat_Tar&Grv,r_mat_WdShake,r_mat_WdShngl,ex_1_AsphShn,ex_1_BrkComm,ex_1_BrkFace,ex_1_CBlock,ex_1_CemntBd,ex_1_HdBoard,ex_1_ImStucc,ex_1_MetalSd,ex_1_Plywood,ex_1_PreCast,ex_1_Stone,ex_1_Stucco,ex_1_VinylSd,ex_1_Wd Sdng,ex_1_WdShing,ex_2_AsphShn,ex_2_Brk Cmn,ex_2_BrkFace,ex_2_CBlock,ex_2_CmentBd,ex_2_HdBoard,ex_2_ImStucc,ex_2_MetalSd,ex_2_Other,ex_2_Plywood,ex_2_PreCast,ex_2_Stone,ex_2_Stucco,ex_2_VinylSd,ex_2_Wd Sdng,ex_2_Wd Shng,mas_type_BrkFace,mas_type_CBlock,mas_type_None,mas_type_Stone,found__CBlock,found__PConc,found__Slab,found__Stone,found__Wood,heat__GasA,heat__GasW,heat__Grav,heat__OthW,heat__Wall,ele__FuseF,ele__FuseP,ele__Mix,ele__SBrkr,funct_Maj2,funct_Min1,funct_Min2,funct_Mod,funct_Sal,funct_Sev,funct_Typ,garage_ty_2Types,garage_ty_Attchd,garage_ty_Basment,garage_ty_BuiltIn,garage_ty_CarPort,garage_ty_Detchd,garage_fin_Fin,garage_fin_RFn,garage_fin_Unf,paved_dr_P,paved_dr_Y,fence_GdPrv,fence_GdWo,fence_MnPrv,fence_MnWw,misc_Elev,misc_Gar2,misc_Othr,misc_Shed,misc_TenC,sale_type_CWD,sale_type_Con,sale_type_ConLD,sale_type_ConLI,sale_type_ConLw,sale_type_New,sale_type_Oth,sale_type_VWD,sale_type_WD ,Overall Qual*Exter Qual,Lot Area*Remodel Age,Property Age*Lot Area,Gr Liv Area*TotRms AbvGrd,SalePrice
2720,905200280,1252,668,0,4,3,1,1.0,0.0,3,554.0,57.0,441.0,5,4,1,0,4,4,4,1,2,451.0,2.0,3,3,1958.0,1920,0,5,1,4,13650,68.0,0,50,0.0,0,7,0,5,5,0,0,0,8,1052.0,0,1958,1958,61,61,0,2006,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,832650,832650,15360,172500.0
2170,908103090,1088,0,0,2,3,1,0.0,0.0,3,115.0,132.0,841.0,4,2,1,0,4,3,0,0,1,520.0,2.0,3,3,2002.0,1088,0,3,1,3,8308,67.0,0,20,20.0,0,6,0,6,4,0,0,0,4,1088.0,0,1963,1963,56,56,0,2007,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,465248,465248,4352,110000.0
603,534277090,1362,0,0,3,3,1,1.0,0.0,3,265.0,775.0,0.0,4,1,1,84,3,3,4,1,1,768.0,3.0,3,3,1982.0,1362,0,3,1,3,9450,68.0,0,20,160.0,0,5,0,5,4,0,0,0,6,1040.0,0,1957,1957,62,62,0,2009,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,585900,585900,8172,140000.0
2113,906394050,1314,0,0,3,3,1,0.0,0.0,4,1290.0,24.0,0.0,6,1,1,0,3,4,4,1,2,440.0,2.0,3,3,2006.0,1314,0,4,1,4,9317,78.0,0,20,0.0,0,3,22,5,6,0,0,0,6,1314.0,0,2006,2006,13,13,0,2007,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24,121121,121121,7884,176432.0
1146,531450090,1294,0,0,3,3,1,1.0,0.0,4,78.0,1200.0,0.0,6,1,1,0,3,3,0,0,2,496.0,2.0,3,3,1991.0,1294,0,4,1,4,7153,68.0,0,20,88.0,0,6,51,5,6,0,0,0,6,1278.0,112,1991,1991,28,28,0,2008,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18,200284,200284,7764,179200.0
2105,906380120,1274,0,0,3,3,1,1.0,0.0,4,349.0,925.0,0.0,6,1,1,0,3,4,0,0,2,508.0,2.0,3,3,2005.0,1274,0,5,1,4,8814,68.0,0,20,80.0,0,1,98,5,7,0,0,0,6,1274.0,264,2005,2007,14,12,1,2007,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,28,105768,123396,7644,203000.0
1786,528435060,1689,0,0,3,3,3,0.0,0.0,4,1689.0,0.0,0.0,1,1,1,0,3,4,0,0,2,954.0,3.0,3,3,2007.0,1689,0,5,1,4,9849,83.0,0,20,0.0,0,6,56,6,7,0,0,0,7,1689.0,0,2007,2007,12,12,0,2007,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,28,118188,118188,11823,248328.0
961,916382110,1641,0,0,3,3,4,1.0,0.0,5,526.0,1115.0,0.0,6,1,1,0,3,5,0,0,2,885.0,3.0,3,3,2008.0,1641,0,5,1,5,14463,79.0,0,20,406.0,0,1,95,5,9,0,0,0,7,1641.0,0,2008,2008,11,11,0,2009,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,45,159093,159093,11487,316500.0
1405,905403060,617,462,0,2,3,1,0.0,0.0,3,570.0,0.0,0.0,1,1,1,0,3,3,4,1,1,249.0,1.0,3,3,1948.0,1079,0,3,1,3,5190,50.0,0,50,0.0,0,1,0,5,7,0,0,0,5,570.0,135,1948,1950,71,69,1,2008,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,358110,368490,5395,125600.0
1324,902406020,984,0,0,2,3,1,1.0,0.0,3,784.0,200.0,0.0,3,1,1,0,3,3,0,0,1,308.0,1.0,3,3,1959.0,984,0,4,1,2,9750,65.0,0,20,164.0,0,6,0,6,5,0,0,0,5,984.0,0,1959,1959,60,60,0,2008,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,585000,585000,4920,110000.0
1986,902205130,960,0,0,2,3,1,0.0,0.0,3,710.0,250.0,0.0,5,1,1,168,3,3,0,0,1,308.0,1.0,3,3,1997.0,960,0,4,1,2,6000,50.0,0,30,0.0,0,7,0,4,4,0,0,0,5,960.0,0,1920,1950,99,69,1,2007,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,414000,594000,4800,108500.0
307,911204090,1044,0,0,2,3,3,0.0,0.0,3,540.0,0.0,0.0,1,1,0,0,3,2,0,0,1,504.0,2.0,3,3,1952.0,1044,0,3,1,2,8712,66.0,0,20,0.0,54,6,0,5,5,0,0,0,4,540.0,0,1952,1952,67,67,0,2010,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,10,583704,583704,4176,55993.0
180,902206220,1027,606,0,3,3,1,0.0,0.0,3,247.0,780.0,0.0,4,1,1,126,4,3,4,1,1,240.0,1.0,3,3,1948.0,1633,0,5,1,4,11851,69.0,0,50,0.0,0,6,100,7,5,0,0,0,7,1027.0,0,1948,2009,71,10,1,2010,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,118510,841421,11431,129000.0
2896,916402125,1137,0,0,2,4,1,1.0,0.0,4,92.0,980.0,40.0,6,2,1,0,3,3,3,1,2,551.0,2.0,3,3,1987.0,1137,0,4,1,4,13811,54.0,0,20,72.0,0,7,0,6,6,0,0,0,5,1112.0,125,1987,1987,32,32,0,2006,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18,441952,441952,5685,176000.0
668,535402090,1380,0,0,3,3,1,0.0,0.0,3,996.0,384.0,0.0,3,1,1,0,3,3,0,0,1,364.0,1.0,3,3,1963.0,1380,1,2,1,3,10143,83.0,0,20,295.0,0,6,0,7,6,0,0,216,6,1380.0,0,1963,1963,56,56,0,2009,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18,568008,568008,8280,154000.0
1582,916402215,1256,0,0,3,4,3,0.0,0.0,4,276.0,920.0,60.0,6,3,1,0,4,4,2,1,2,578.0,2.0,3,3,1986.0,1256,0,5,1,4,18265,93.0,0,20,228.0,0,3,0,5,6,0,0,0,6,1256.0,282,1986,1986,33,33,0,2008,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24,602745,602745,7536,180000.0
2285,923225050,1142,0,0,3,3,1,1.0,0.0,4,268.0,874.0,0.0,5,1,1,0,3,3,1,1,1,528.0,2.0,3,3,1976.0,1142,1,3,1,3,4224,44.0,0,120,0.0,0,8,90,5,5,0,0,0,6,1142.0,536,1976,1976,43,43,0,2007,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,181632,181632,6852,134000.0
2079,905426010,2158,0,0,4,4,3,1.0,0.0,3,725.0,477.0,0.0,5,1,1,39,3,3,4,1,2,576.0,2.0,3,3,1950.0,2158,0,3,1,4,12615,84.0,0,20,0.0,0,6,29,7,6,0,0,0,7,1202.0,0,1950,2001,69,18,1,2007,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18,227070,870435,15106,243000.0
2272,916475020,1629,0,0,3,3,3,1.0,0.0,4,316.0,1300.0,0.0,6,1,1,0,3,4,4,1,2,808.0,3.0,3,3,2002.0,1629,0,5,1,4,14536,85.0,0,20,236.0,0,11,252,5,8,0,0,0,9,1616.0,0,2002,2003,17,16,1,2007,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,32,232576,247112,14661,270000.0
2250,914452190,1080,0,0,3,3,1,0.0,0.0,3,748.0,336.0,0.0,5,1,1,158,4,3,0,0,1,484.0,2.0,3,3,1983.0,1080,1,3,1,3,9187,71.0,0,20,0.0,0,6,0,5,6,0,0,0,5,1084.0,120,1983,1983,36,36,0,2007,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18,330732,330732,5400,134000.0
502,528365070,1372,1274,0,4,3,4,1.0,0.0,4,360.0,987.0,0.0,6,1,1,144,3,4,3,1,2,656.0,3.0,3,3,1993.0,2646,1,5,1,4,9900,90.0,0,60,256.0,0,4,60,5,7,0,0,0,9,1347.0,340,1993,1993,26,26,0,2009,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,28,257400,257400,23814,260000.0
2166,907420060,738,753,0,3,3,1,0.0,0.0,4,738.0,0.0,0.0,1,1,1,0,3,4,4,1,2,484.0,2.0,3,3,2006.0,1491,1,4,1,4,8333,64.0,0,60,0.0,0,5,30,5,7,0,0,0,7,738.0,100,2006,2006,13,13,0,2007,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,28,108329,108329,10437,168675.0
1622,527158090,924,770,0,3,3,1,0.0,0.0,4,206.0,186.0,0.0,2,1,1,0,3,3,3,1,2,398.0,2.0,3,3,1994.0,1694,1,4,1,3,10147,68.0,0,80,32.0,0,3,64,5,6,0,0,0,7,392.0,256,1994,1994,25,25,0,2007,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18,253675,253675,11858,160000.0
